id,question,reponse,categorie
150,Développement du bébé à 39 semaines de grossesse (41 sa),"Il y a toujours un peu degraissesous la peau de votre bébé. Cette graisse prépare votre enfant à la confrontation avec le monde extérieur après tant de temps passé dans son petit nid douillet. Il a presque atteint son poids de naissance et il n'a pratiquement plus d'espace pour bouger, et il le sent. Lorsque vous êtes enceinte de39 semaines, tout fonctionne comme il le faut, et si votre bébé devait naître maintenant, tout irait bien.
Les femmes qui deviennent maman doutent de leurs capacités à reconnaître les premiers signes de l'accouchement. Laissez-nous vous rassurer, vous le saurez tout de suite ! Il est très rare qu'un bébé naisse tellement rapidement que sa maman n'arrive pas à temps à l'hôpital. Au contraire, beaucoup de futurs parents sont renvoyés à la maison par le médecin de l'hôpital parce qu'ils sont venus trop tôt.
Avant la naissance, vous pouvez avoir desnauséesou desmaux de tête, et ressentir une très grossefatigue. Parfois, on observe dusangou dumucus. C'est un signe que le col de l'utérus s'est ouvert. Si les contractions ont commencé, l'accouchement a débuté ! Qu’elle est la différence entre les fausses contractions et les premières vraies contractions ? Lors des fausses contractions, le ventre se tend pendant peu de temps pour se détendre à nouveau par la suite, et le rythme est assez irrégulier. Ces contractions cessent en outre quand la future maman se couche ou prend un bain chaud. En revanche, les« vraies »contractions deviennent plus fortes lorsque vous prenez un bain ou vous vous reposez. Elles surviennent à intervalles réguliers, de plus en plus courts. Quand il y a moins dedix minutesentre deux contractions, c’est l'heure de partir à l'hôpital !
Tous les bébés sont bien évidemment différents et il n'y a donc pas de chiffres qui s'appliquent à tous les bébés, mais pour un bébé sain, à terme, la longueur moyenne est d’environ52 cmet le poids de naissance moyen varie entre2,6 et 4 kilos. Ces chiffres peuvent fortement varier, mais si vous avez un bébé particulièrement gros ou de grande taille, votre médecin l'aurait déjà vu lors de la dernière échographie et il vous l'aurait dit.",grossesse_prenatale
151,Développement du bébé à 40 semaines de grossesse (42 sa),"Ceci est le paragraphe « Développement de votre bébé » le plus court de tous ! Carvotre bébé est tout à fait prêt à naître. Pas de nouveaux développements, rien ne se passe, vous attendez tous les deux le grand événement. Ne vous inquiétez pas si votre bébé ne veut pas encore quitter votre utérus après la40èmesemaine. Seulement4%des bébés naissent précisément à la date d'accouchement calculée. Surtout les premiers bébés sont souvent un peu en retard. Le dépassement du terme ne peut excéderquatorze jours, après quoi votre médecin déclenchera probablement l'accouchement!
Ceci est la dernière semaine« officielle »de la grossesse. Saviez-vous que la naissance est pour votre bébé une aussi grande prestation physique que pour sa maman ? Votre enfant joue un rôle essentiel dans l'accouchement : il donne des coups de pied contre l'utérus et le canal pelvien, et tourne son corps de manière tellement intelligente qu'il se fraye un passage vers l'extérieur. Deux des os du crâne du bébé ne sont pas encore soudés pour qu'ils puissent se superposer pendant l'accouchement. Voilà qui est ingénieux ! Ces ouvertures entre les os du crâne de votre bébé se soudent seulementdix-huit moisaprès la naissance environ.
Au cours des neuf derniers mois vous avez très bien mangé ! Non seulement vous avez mangé pour deux, mais aussi sainement, de manière à favoriser une bonne santé pour vous et votre bébé. Bien entendu, ça doit rester une très bonne habitude, mais n'oubliez pas de vous faire plaisir une ou deux fois par semaine. Vous l'avez vraiment mérité ! Il ne faut bien sûr pas exagérer, mais si vous avez envie d'uneglaceou d’un peu dechocolat, il n'y a pas de meilleur moment pour céder à ce désir !Profitez-en !
Après la naissance, la plupart des gynécologues poseront le bébé immédiatement sur votre poitrine. Il s'y sentira à l'aise malgré le nouvel entourage, parce qu'il ressent votre chaleur, sent votre peau et reconnaît votre voix et votre rythme cardiaque ! C'est un bon moment pour mettre votre bébépeau à peausur votre poitrine nue, pour qu'il puisse vous sentir et être allaité pour la première fois. Après tout ce dur labeur, vous pouvez enfin tenir ce petit trésor tant attendu dans vos bras. Quelle merveilleuse récompense !
Une nouvelle vie commence. Félicitations et nos meilleurs vœux !",grossesse_prenatale
152,Développement du bébé à 33 semaines de grossesse (35 sa),"Votre petit pensionnaire n'a presque plus de place à l'intérieur de votre ventre maintenant que vous êtes enceinte de33 semaines. Il vaut en effet mieux qu'il se prépare à sortir bientôt ! Vraiment, très prochainement ! Il est déjà en train de se mettre dans la bonne position, avec sa tête dans la partie la plus étroite de votre utérus. Dans95 pour-centdes grossesses, le bébé se trouve avec la tête vers le bas lors de l'accouchement et l’arrière de la tête pointé vers le ventre. Entre-temps, votre bébé a avalé beaucoup de liquide amniotique. Par conséquent, ses intestins se remplissent progressivement deméconium, un matériel épais, visqueux, de couleur noire ou verte, composé de particules qui flottent dans le liquide amniotique. Ce méconium correspond aux premières selles de votre bébé après sa naissance, ne soyez pas effrayée par la couleur.
Vous avez également une drôle de petite ligne qui se dessine sur votre ventre ? Au cours du dernier trimestre, une petite ligne se forme au milieu de votre ventre et elle semble diviser votre ventre en deux. Celle-ci est connue comme lalinea nigraqui devient plus foncée au fur et à mesure que la pigmentation augmente. La ligne est le mieux visible après la naissance. Après quelques semaines, elle aura tout à fait disparu. Prenez des photos avant que la linea nigra ne disparaisse ! Un autre changement à noter : pour obtenir le plus de place possible, l'utérus pousse doucement lenombrilvers l'extérieur. Nombreuses sont les femmes qui trouvent cela désagréable car la peau douce du nombril frotte parfois contre les vêtements. Une goutte d'huilepeut faire des miracles pour votre ombilic irrité. Une petite consolation : le nombril récupère sa position initiale après la naissance.
Si vous avez pris trop de poids et que cela vous préoccupe, vous avez déjà songé à la perte de ces kilos acquis. Il est important pour vous et pour votre enfant de prendre suffisamment de poids au cours du dernier trimestre, de la même façon que vous en avez pris antérieurement. Si toutefois vous prenez plus d'un demi-kilo par semaine, il vaut mieux en discuter avec votremédecinou votregynécologue. Une prise de poids excessive au cours des dernières semaines de votre grossesse peut signifier un problème detension artérielle. Dans tous les cas il faut tenir compte du fait que seuls votre médecin ou votre gynécologue savent ce qui est bon pour vous. Ce n'est jamais une bonne idée d’entamer un régime toute seule pendant votre grossesse.
Vers le huitième mois, certaines femmes indiquent qu'elles ont l’impression de ressentir des douleurs qui ressemblent à des contractions. C'est fort possible, et en outre, c’est le bon moment. Ce que vous ressentez, ou ce que vous ressentirez (comme la plupart des femmes au troisième trimestre) est ce qu'on appelle« une fausse contraction ». Celle-ci dure environ30 secondes. Ce ne sont pas des contractions qui ont commencées trop tôt. C'est une manière subtile de votre corps depréparer votre utérus au jour J. Ce que nous appelons « fausses contractions » sont en fait descontractions de Braxton Hicks. Cependant, il faut toujours signaler de telles contractions à votremédecin, même si ce n'est que pour vous rassurer et pour avoir la confirmation que tout se passe bien.",grossesse_prenatale
153,Quelles sont les contre-indications médicales ?,"Le médecin peut vous déconseiller de voyager :
De manière générale, il est préférable de ne pas faire de longs voyages pendant le 1er trimestre (risque de fausse couche, fatigue) et le 3e trimestre (risque d’accouchement prématuré, d’hypertension).
Tous les modes de transport ne se valent pas : certains sont plus fatigants, d’autres engendrent des secousses…
Ici encore, le bon sens prédomine ! Dans tous les cas, en parler à son médecin avant de réserver son séjour est le premier réflexe à adopter.
Prête à partir ? Avec toutes ces précautions, vos vacances se dérouleront sans problème. Profitez de ce dernier séjour en amoureux avant l’arrivée de bébé
Et en voiture ?
Attachez votre ceinture assez bas, sur le pelvis, placez un coussin derrière le dos pour prévenir les douleurs lombaires. Ayez toujours sur vous une bouteille d’eau, de jus de fruits ainsi que des aliments nutritifs. Ne désactivez pas l’air bag. Si vous conduisez, sachez que les réflexes et la vigilance sont modifiés durant la grossesse.",grossesse_prenatale
154,Quel  moyen de transport choisir ?,"Tous les modes de transport ne se valent pas : certains sont plus fatigants, d’autres engendrent des secousses…
Ici encore, le bon sens prédomine ! Dans tous les cas, en parler à son médecin avant de réserver son séjour est le premier réflexe à adopter.
Prête à partir ? Avec toutes ces précautions, vos vacances se dérouleront sans problème. Profitez de ce dernier séjour en amoureux avant l’arrivée de bébé
Et en voiture ?
Attachez votre ceinture assez bas, sur le pelvis, placez un coussin derrière le dos pour prévenir les douleurs lombaires. Ayez toujours sur vous une bouteille d’eau, de jus de fruits ainsi que des aliments nutritifs. Ne désactivez pas l’air bag. Si vous conduisez, sachez que les réflexes et la vigilance sont modifiés durant la grossesse.",grossesse_prenatale
155,En vacances dans un pays exotique : les règles de prudence,"Ici encore, le bon sens prédomine ! Dans tous les cas, en parler à son médecin avant de réserver son séjour est le premier réflexe à adopter.
Prête à partir ? Avec toutes ces précautions, vos vacances se dérouleront sans problème. Profitez de ce dernier séjour en amoureux avant l’arrivée de bébé
Et en voiture ?
Attachez votre ceinture assez bas, sur le pelvis, placez un coussin derrière le dos pour prévenir les douleurs lombaires. Ayez toujours sur vous une bouteille d’eau, de jus de fruits ainsi que des aliments nutritifs. Ne désactivez pas l’air bag. Si vous conduisez, sachez que les réflexes et la vigilance sont modifiés durant la grossesse.",grossesse_prenatale
156,Peut-on vraiment choisir sa maternité ?,"A priori, le plus simple est de choisir lamaternité la plus prochede son domicile. Ainsi, en cas d’urgence ou d’imprévu (contractions, perte des eaux…), vous n’aurez pas des kilomètres à faire ! Idem pour les visites prénatales : si votre maternité est proche, cela vous épargnera pas mal de fatigue.
L’assurance de base garantit une couverture complète en chambre à plusieurs lits dans la division commune d’un hôpital de votre commune. Si vous souhaitez accoucher en dehors de votre commune, renseignez-vous d’abord auprès de votre assureur.
Si vous souhaitez accoucher dans unematernité privée,la prise en charge dépend de vos assurances complémentaires. Renseignez-vous !
Vous comptez accoucher sans péridurale, ou vous voulez que la césarienne ne soit pratiquée qu’en cas d’extrême obligation ? Vos attentes entrent aussi en compte dans votre choix. N’hésitez pas à vous renseigner surles pratiques des maternités :taux de césariennes, de péridurales, d’épisiotomies, nombre de naissances par an, techniques de prise en charge de la douleur (morphine, compresses de glace, homéopathie…), actions en faveur de l’allaitement maternel…
Renseignez-vous également sur la durée moyenne du séjour : il est en moyenne de 4 à 5 jours, mais certaines maternités ne vous garderont que 2 ou 3 jours.
Pensez également aux « options » proposées par certaines maternités : chambre individuelle, possibilité de faire garder Bébé à la nursery pendant les premières nuits etc.
Le label « Baby friendly hospital », attribué par l’OMS et l’Unicef, récompense les maternités qui promeuvent l’allaitement maternel et le respect des rythmes des nouveau-nés. En Belgique, 23 maternités sont certifiées. (Source : SPF Santé publique, Sécurité de la Chaîne alimentaire et Environnement 2013)",grossesse_prenatale
157,Quels sont les critères à prendre en compte ?,"Vous comptez accoucher sans péridurale, ou vous voulez que la césarienne ne soit pratiquée qu’en cas d’extrême obligation ? Vos attentes entrent aussi en compte dans votre choix. N’hésitez pas à vous renseigner surles pratiques des maternités :taux de césariennes, de péridurales, d’épisiotomies, nombre de naissances par an, techniques de prise en charge de la douleur (morphine, compresses de glace, homéopathie…), actions en faveur de l’allaitement maternel…
Renseignez-vous également sur la durée moyenne du séjour : il est en moyenne de 4 à 5 jours, mais certaines maternités ne vous garderont que 2 ou 3 jours.
Pensez également aux « options » proposées par certaines maternités : chambre individuelle, possibilité de faire garder Bébé à la nursery pendant les premières nuits etc.
Le label « Baby friendly hospital », attribué par l’OMS et l’Unicef, récompense les maternités qui promeuvent l’allaitement maternel et le respect des rythmes des nouveau-nés. En Belgique, 23 maternités sont certifiées. (Source : SPF Santé publique, Sécurité de la Chaîne alimentaire et Environnement 2013)",grossesse_prenatale
158,Une garde-robe qui évolue,"Rassurez-vous : vous n’aurez pas besoin de vêtements de grossesse dès les premières semaines. En début de grossesse, vos vêtements habituels suffisent : oubliez simplement les jeans slim et autres vêtements trop près du corps qui risquent de vous comprimer.
Au fil des mois, il vous faudra toujours privilégier le confort, avec des vêtements un peu plus amples. Profitez de la mode des tuniques, des jolies blouses sexy, des leggins et des grosses ceintures, qui vous permettront d’allier confort et tendance.
A partir du deuxième ou du troisième trimestre (cela dépend des femmes), il vous faudra sûrement passer auxvêtements de grossesse.Ceux-ci ont une coupe parfaitement étudiée pour vous assurer un maximum de confort : empiècement extensible sur le devant, élastiques ajustables à la taille, taille haute, pantalon à cordon… Préférez les vêtements de grossesse évolutifs, qui pourront s’adapter à vos formes au fil des semaines. Et rassurez-vous : aujourd’hui, de nombreuses marques proposent des collections glamour et tendance. Finis la robe sac et la salopette informe !
Inutile de refaire toute votre garde-robe ! Investissez dans quelques bons basiques de grossesse : un pantalon ou deux, une jupe, une robe… Tout dépend des saisons. Et n’hésitez pas à acheter desvêtements de grossesse d’occasion,à les emprunter à des amies… bref de faire jouer le réseau des copines qui ont déjà eu des bébés.
Privilégiez les matières douces et non irritantes, la peau des femmes enceintes étant souvent plus sensible. Fini les matières synthétiques en été comme en hiver, on opte pour le coton qui laisse respirer la peau ou la laine, si naturelle.
Pendant la grossesse, vous allez sûrement devoir changer de taille de soutien-gorge. Vous avez le choix entre lesoutien-gorgeclassique, dans une taille supérieure, et unsoutien-gorge d’allaitement.Ce dernier est souvent plus cher, mais vous pourrez le porter ensuite pendant l’allaitement. Certains sont évolutifs (ils offrent deux tailles de bonnet), ce qui peut être très pratique. Dans tous les cas, il est essentiel de choisir un modèle qui ne vous comprime pas trop et d'en changer au fur et à mesure que votre poitrine s'épanouit.
Le choix deschaussures pendant la grossesseest également important. Les pieds ont tendance à gonfler pendant la grossesse. Il arrive parfois que vous soyez obligée d'acheter une paire d’une ou deux tailles de plus que la vôtre ! Mais ce n'est pas obligatoire. Evitez les talons trop hauts (2 ou 3 cm maxi) qui accentuent la cambrure et risquent de vous faire tomber. Bannissez aussi les chaussures trop serrées ainsi que les bottes qui compriment les jambes.
Le jour J approche ? Votre valise de maternité doit être prête, au cas où… Elle doit se composer de :
Bref, n'oubliez pas d'être fashion, même à la maternité. On oublie le jogging informe, et on s'apprête pour la famille et les amis qui viendront vous rendre visite et admirer votre petite merveille. Se faire belle, même après un accouchement, c'est un très bon moyen de lutter contre le baby blues… Et c'est votre conjoint qui sera charmé !",grossesse_prenatale
159,Les bons accessoires,"Pendant la grossesse, vous allez sûrement devoir changer de taille de soutien-gorge. Vous avez le choix entre lesoutien-gorgeclassique, dans une taille supérieure, et unsoutien-gorge d’allaitement.Ce dernier est souvent plus cher, mais vous pourrez le porter ensuite pendant l’allaitement. Certains sont évolutifs (ils offrent deux tailles de bonnet), ce qui peut être très pratique. Dans tous les cas, il est essentiel de choisir un modèle qui ne vous comprime pas trop et d'en changer au fur et à mesure que votre poitrine s'épanouit.
Le choix deschaussures pendant la grossesseest également important. Les pieds ont tendance à gonfler pendant la grossesse. Il arrive parfois que vous soyez obligée d'acheter une paire d’une ou deux tailles de plus que la vôtre ! Mais ce n'est pas obligatoire. Evitez les talons trop hauts (2 ou 3 cm maxi) qui accentuent la cambrure et risquent de vous faire tomber. Bannissez aussi les chaussures trop serrées ainsi que les bottes qui compriment les jambes.
Le jour J approche ? Votre valise de maternité doit être prête, au cas où… Elle doit se composer de :
Bref, n'oubliez pas d'être fashion, même à la maternité. On oublie le jogging informe, et on s'apprête pour la famille et les amis qui viendront vous rendre visite et admirer votre petite merveille. Se faire belle, même après un accouchement, c'est un très bon moyen de lutter contre le baby blues… Et c'est votre conjoint qui sera charmé !",grossesse_prenatale
160,Dans ma valise pour la maternité…,"Le jour J approche ? Votre valise de maternité doit être prête, au cas où… Elle doit se composer de :
Bref, n'oubliez pas d'être fashion, même à la maternité. On oublie le jogging informe, et on s'apprête pour la famille et les amis qui viendront vous rendre visite et admirer votre petite merveille. Se faire belle, même après un accouchement, c'est un très bon moyen de lutter contre le baby blues… Et c'est votre conjoint qui sera charmé !",grossesse_prenatale
161,Premières contractions et perte des eaux,"Avant même les premières contractions, il est possible de déceler des signesannonciateurs de l’accouchement.Si vous vous sentez fatiguée, plus lourde qu’à l’habitude, voire un peu barbouillée, c’est sûrement que la délivrance est proche !
Autre signe annonciateur (mais qui passe souvent inaperçu !) : l’expulsion du bouchon de glaire oubouchon muqueuxqui fermait le col de l’utérus. Celui-ci peut précéder les contractions de quelques minutes ou… quelques jours ! Pas d’affolement donc. Vous avez encore le temps de vous préparer, et de profiter de vos derniers moments.
Lespremières contractionsarrivent ? Si elles deviennent de plus en plus intenses, régulières (toutes les dix minutes environ) et durent au moins une minute, il faut vous rendre à la maternité. Cela signifie que le travail a commencé : le col de l’utérus se dilate progressivement.
Laperte des eauxsignifie que l’accouchement est imminent : le liquide amniotique qui emplissait le placenta est expulsé. Même si les contractions ne sont pas encore très rapprochées, il faut vous rendre à la maternité afin d’éviter toute complication.
Arrivée à la maternité, vous serez prise en charge par l’équipe médicale qui contrôlera votre tension, votre température, la dilatation du col… ainsi que la position du bébé. Lemonitoringpermet de surveiller l’état de santé du bébé et notamment son rythme cardiaque.
Si vous avez choisi lapéridurale,l’anesthésiste vous injectera le produit anesthésiant entre la 3e et la 4e lombaire. Vous ne ressentirez plus la douleur, et pourrez vivre pleinement ce grand moment.
Les contractions s’accélèrent, ladilation du colcontinue, et le bébé descend progressivement. Une fois la dilatation du col complète, c’estl’expulsion du bébé.La sage-femme vous demande alors d’inspirer, puis de bloquer votre respiration pour pousser régulièrement, enfin de souffler. Suivez bien ses indications ! Et n'oubliez pas tout ce que vous avez appris durant vos cours de préparation à la naissance, c'est le moment de les mettre en pratique.
Uneépisiotomiepourra être pratiquée afin de faciliter le passage du bébé sans déchirer le périnée. Si nécessaire, l’équipe médicale pourra également avoir recours au forceps ou à la ventouse.
Le bébé sort sa tête puis le reste de son corps, et pousse son premier cri ! Ça y est : il est né.
L’accouchement se termine parl’expulsion du placenta,aidée par la sage-femme. Si nécessaire, elle pratiquera unerévision utérineafin de s’assurer que l’utérus est bien vide.
Encore un peu angoissée par votre accouchement ? Faites d'abord confiance à l'équipe soignante de votre maternité. Pour vous, c'est le premier accouchement, pour eux, c'est le 2000ème !",grossesse_prenatale
162,L’arrivée à la maternité et la phase de travail,"Arrivée à la maternité, vous serez prise en charge par l’équipe médicale qui contrôlera votre tension, votre température, la dilatation du col… ainsi que la position du bébé. Lemonitoringpermet de surveiller l’état de santé du bébé et notamment son rythme cardiaque.
Si vous avez choisi lapéridurale,l’anesthésiste vous injectera le produit anesthésiant entre la 3e et la 4e lombaire. Vous ne ressentirez plus la douleur, et pourrez vivre pleinement ce grand moment.
Les contractions s’accélèrent, ladilation du colcontinue, et le bébé descend progressivement. Une fois la dilatation du col complète, c’estl’expulsion du bébé.La sage-femme vous demande alors d’inspirer, puis de bloquer votre respiration pour pousser régulièrement, enfin de souffler. Suivez bien ses indications ! Et n'oubliez pas tout ce que vous avez appris durant vos cours de préparation à la naissance, c'est le moment de les mettre en pratique.
Uneépisiotomiepourra être pratiquée afin de faciliter le passage du bébé sans déchirer le périnée. Si nécessaire, l’équipe médicale pourra également avoir recours au forceps ou à la ventouse.
Le bébé sort sa tête puis le reste de son corps, et pousse son premier cri ! Ça y est : il est né.
L’accouchement se termine parl’expulsion du placenta,aidée par la sage-femme. Si nécessaire, elle pratiquera unerévision utérineafin de s’assurer que l’utérus est bien vide.
Encore un peu angoissée par votre accouchement ? Faites d'abord confiance à l'équipe soignante de votre maternité. Pour vous, c'est le premier accouchement, pour eux, c'est le 2000ème !",grossesse_prenatale
163,Je dois rester abstinente pendant 9 mois,"FAUX. Si la grossesse se passe sans accroc, il n’y a aucune raison d’arrêter defaire l’amouravec son compagnon, même au huitième ou au neuvième mois. En effet, lesrelations sexuellesne peuvent qu’avoir un effet positif. Plaisir, détente, complicité renforcée avec le futur papa sont excellents pour apaiser le stress. Attention toutefois, dans certains cas, votre médecin pourra vous recommander de limiter les câlins : si le col est dilaté ou s’il existe un risque de prématurité.
FAUX.Au contraire ! Certes, les femmes sont différentes mais la plupart d’entre elles voient leur désir augmenter pendant ces neuf mois. Si le premier trimestre est une période peu propice aux câlins à cause des petits désagréments de la grossesse (nausées, fatigue, crainte d’une fausse couche…), les choses changent au deuxième trimestre. Le corps s’épanouit, les seins aussi, la femme se sent plus sexy… et les hormones sont au top ! Résultat : le désir est au rendez-vous, et si votre homme n'est pas gêné par votre état, le plaisir est souvent décuplé.
VRAI… et FAUX. En fin de grossesse,faire l’amouravec un ventre bien rond peut vite se révéler inconfortable, et même fatigant pour la femme. Mais pas question pour autant de se priver si le désir est là et partagé ! Il est toujours possible de trouver d’autrespositions, plus «pratiques»pour la femme comme pour l’homme. Tout est une question de confiance et de communication : n’hésitez pas à en parler ensemble, et à tester de nouvelles positions.
FAUX. Souvent, le futur papa est inquiet de « déranger » le bébé dans son cocon, voire de le blesser ou de l’écraser pendant l’acte sexuel. Rassurez-vous : protégé par le placenta et le liquide amniotique, qui joue le rôle d’amortisseur, le bébé est parfaitement isolé du monde extérieur. L’intimité du couple est donc totalement préservée : bébé ne voit rien, il peut juste profiter de la sensation de plaisir de sa maman, et des mouvements qui le bercent…
VRAI, MAISsi la grossesse est normale, les relations sexuelles ne peuvent pas entraîner un accouchement prématuré. En effet, les contractions de l’orgasme et celles de l’accouchement sont bien différentes. Par ailleurs, on dit parfois qu’unerelation sexuelle peut déclencher l’accouchementlorsque le terme est dépassé. Mais aucune étude scientifique n’en a encore apporté la preuve irréfutable !
Question de créativité : quelle position pour faire l'amour ?
Oubliez le missionnaire, à cause de votre ventre qui s'arrondit ! Privilégiez les positions plus confortables pour vous et votre homme. Et n'oubliez pas les caresses, une bonne alternative en cas de blocage !",grossesse_prenatale
164,"Enceinte, je n'aurais plus envie de faire l’amour","FAUX.Au contraire ! Certes, les femmes sont différentes mais la plupart d’entre elles voient leur désir augmenter pendant ces neuf mois. Si le premier trimestre est une période peu propice aux câlins à cause des petits désagréments de la grossesse (nausées, fatigue, crainte d’une fausse couche…), les choses changent au deuxième trimestre. Le corps s’épanouit, les seins aussi, la femme se sent plus sexy… et les hormones sont au top ! Résultat : le désir est au rendez-vous, et si votre homme n'est pas gêné par votre état, le plaisir est souvent décuplé.
VRAI… et FAUX. En fin de grossesse,faire l’amouravec un ventre bien rond peut vite se révéler inconfortable, et même fatigant pour la femme. Mais pas question pour autant de se priver si le désir est là et partagé ! Il est toujours possible de trouver d’autrespositions, plus «pratiques»pour la femme comme pour l’homme. Tout est une question de confiance et de communication : n’hésitez pas à en parler ensemble, et à tester de nouvelles positions.
FAUX. Souvent, le futur papa est inquiet de « déranger » le bébé dans son cocon, voire de le blesser ou de l’écraser pendant l’acte sexuel. Rassurez-vous : protégé par le placenta et le liquide amniotique, qui joue le rôle d’amortisseur, le bébé est parfaitement isolé du monde extérieur. L’intimité du couple est donc totalement préservée : bébé ne voit rien, il peut juste profiter de la sensation de plaisir de sa maman, et des mouvements qui le bercent…
VRAI, MAISsi la grossesse est normale, les relations sexuelles ne peuvent pas entraîner un accouchement prématuré. En effet, les contractions de l’orgasme et celles de l’accouchement sont bien différentes. Par ailleurs, on dit parfois qu’unerelation sexuelle peut déclencher l’accouchementlorsque le terme est dépassé. Mais aucune étude scientifique n’en a encore apporté la preuve irréfutable !
Question de créativité : quelle position pour faire l'amour ?
Oubliez le missionnaire, à cause de votre ventre qui s'arrondit ! Privilégiez les positions plus confortables pour vous et votre homme. Et n'oubliez pas les caresses, une bonne alternative en cas de blocage !",grossesse_prenatale
165,Mon ventre rond empêche les relations sexuelles,"VRAI… et FAUX. En fin de grossesse,faire l’amouravec un ventre bien rond peut vite se révéler inconfortable, et même fatigant pour la femme. Mais pas question pour autant de se priver si le désir est là et partagé ! Il est toujours possible de trouver d’autrespositions, plus «pratiques»pour la femme comme pour l’homme. Tout est une question de confiance et de communication : n’hésitez pas à en parler ensemble, et à tester de nouvelles positions.
FAUX. Souvent, le futur papa est inquiet de « déranger » le bébé dans son cocon, voire de le blesser ou de l’écraser pendant l’acte sexuel. Rassurez-vous : protégé par le placenta et le liquide amniotique, qui joue le rôle d’amortisseur, le bébé est parfaitement isolé du monde extérieur. L’intimité du couple est donc totalement préservée : bébé ne voit rien, il peut juste profiter de la sensation de plaisir de sa maman, et des mouvements qui le bercent…
VRAI, MAISsi la grossesse est normale, les relations sexuelles ne peuvent pas entraîner un accouchement prématuré. En effet, les contractions de l’orgasme et celles de l’accouchement sont bien différentes. Par ailleurs, on dit parfois qu’unerelation sexuelle peut déclencher l’accouchementlorsque le terme est dépassé. Mais aucune étude scientifique n’en a encore apporté la preuve irréfutable !
Question de créativité : quelle position pour faire l'amour ?
Oubliez le missionnaire, à cause de votre ventre qui s'arrondit ! Privilégiez les positions plus confortables pour vous et votre homme. Et n'oubliez pas les caresses, une bonne alternative en cas de blocage !",grossesse_prenatale
166,"Bébé voit tout, et peut être touché par le pénis de son papa","FAUX. Souvent, le futur papa est inquiet de « déranger » le bébé dans son cocon, voire de le blesser ou de l’écraser pendant l’acte sexuel. Rassurez-vous : protégé par le placenta et le liquide amniotique, qui joue le rôle d’amortisseur, le bébé est parfaitement isolé du monde extérieur. L’intimité du couple est donc totalement préservée : bébé ne voit rien, il peut juste profiter de la sensation de plaisir de sa maman, et des mouvements qui le bercent…
VRAI, MAISsi la grossesse est normale, les relations sexuelles ne peuvent pas entraîner un accouchement prématuré. En effet, les contractions de l’orgasme et celles de l’accouchement sont bien différentes. Par ailleurs, on dit parfois qu’unerelation sexuelle peut déclencher l’accouchementlorsque le terme est dépassé. Mais aucune étude scientifique n’en a encore apporté la preuve irréfutable !
Question de créativité : quelle position pour faire l'amour ?
Oubliez le missionnaire, à cause de votre ventre qui s'arrondit ! Privilégiez les positions plus confortables pour vous et votre homme. Et n'oubliez pas les caresses, une bonne alternative en cas de blocage !",grossesse_prenatale
167,L’orgasme peut déclencher les contractions,"VRAI, MAISsi la grossesse est normale, les relations sexuelles ne peuvent pas entraîner un accouchement prématuré. En effet, les contractions de l’orgasme et celles de l’accouchement sont bien différentes. Par ailleurs, on dit parfois qu’unerelation sexuelle peut déclencher l’accouchementlorsque le terme est dépassé. Mais aucune étude scientifique n’en a encore apporté la preuve irréfutable !
Question de créativité : quelle position pour faire l'amour ?
Oubliez le missionnaire, à cause de votre ventre qui s'arrondit ! Privilégiez les positions plus confortables pour vous et votre homme. Et n'oubliez pas les caresses, une bonne alternative en cas de blocage !",grossesse_prenatale
168,L’accouchement par voie basse,"Ainsi, vous êtes préparée à toute éventualité
Dans 97% des cas, le bébé se présente par la tête, c’est-à-dire avec la tête en bas, bien fléchie. L’accouchement se déroule alors en respectant les grandes étapes : contractions, perte des eaux, dilatation du col, expulsion… S’il se présente par le siège, le médecin peut envisager un accouchement par voie basse, s’il la juge sans danger, normalement unecésarienneest pratiquée.
Dans certains cas,l’accouchement peut être déclenché: lorsque la santé de la maman et/ou du bébé sont en jeu, quand la délivrance est trop longue, quand le terme est dépassé… ou simplement si la mère et/ou l’équipe médicale veulent que l’accouchement se déroule à une date précise, pour des raisons de commodité. On injecte alors à la femme un médicament qui va déclencher ou renforcer les contractions.",grossesse_prenatale
169,Les cas particuliers,"Si vous attendez des jumeaux,l’accouchementse déroule généralement un peu plus tôt, entre 37 et 38 semaines de grossesse. Selon la position des bébés, l’équipe médicale choisira un accouchement par voie basse ou une césarienne. Cette dernière est décidée dans la moitié des cas environ, pour éviter toute complication.",grossesse_prenatale
